// Gerado por `qualis coletar-eventos`. Edite à mão se precisar:
// linhas iniciadas por // são ignoradas, e a coluna h5 vence.
// h5_fonte=scholar é o dado que o Documento de Área manda usar;
// h5_fonte=sbc-2024 é a coluna da planilha da SBC, que está
// desatualizada e serve só como referência.
// ambiguo=1: o Scholar tem mais de uma entrada para o evento,
// com h5 diferentes; ficamos com o maior. Confira esses casos.
// anos_tradicao fica vazio: não há fonte verificável em massa.
sigla,nome,h5,ce_sbc,anos_tradicao,segue_gt_capes,h5_fonte,h5_sbc,ambiguo,ces,entradas_scholar
LATINCLOUD,IEEE Latin America Conference on Cloud Computing and Communications,,relevante,,1,nenhum,,0,CE-RESD,
LATINCOM,IEEE Latin-American Conference on Communications,,relevante,,1,nenhum,11,0,CE-RESD,
LATINCRYPT,International Conference on Cryptology and Information Security in Latin America,,relevante,,1,nenhum,12,0,CE-SEG,
Latinoware,Congresso Latino-Americano de Software Livre e Tecnologias Abertas,3,relevante,,1,scholar,3,0,CE-ES,Congresso Latino-Americano de Software Livre e Tecnologias Abertas (Latinoware) (h5=3)
LATS,Latin American Test Symposium,8,top20,,1,scholar,9,0,CE-CCI|CE-TF,IEEE Latin American Test Symposium (LATS) (h5=8)
LAW,Linguistic Annotation Workshop,,top20,,1,nenhum,8,0,CE-PLN,
LAWCG,Latin American Workshop on Cliques in Graphs,,relevante,,1,nenhum,,0,CE-ACO,
LCN,IEEE Conference on Local Computer Networks,23,relevante,,1,scholar,18,0,CE-RESD,Conference on Local Computer Networks (LCN) (h5=23)
LCTES,"Languages, Compilers, and Tools for Embedded Systems",,top20,,1,nenhum,9,0,CE-ESC|CE-LP,
LCTRTS,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Real-Time Systems",,relevante,,1,nenhum,,0,CE-ESC,
LDAV,IEEE Symposium on Large Data Analysis and Visualization,,top20,,1,nenhum,13,0,CE-BD|CE-RV,
LICS,ACM/IEEE Symposium on Logic in Computer Science,30,top10,,1,scholar,30,0,GI-L,IEEE Symposium on Logic in Computer Science (h5=30)
LMCS,Logical Methods in Computer Science,28,top20,,1,scholar,27,0,GI-L,Logical Methods in Computer Science (h5=28)
LocalRec,"International Workshop on Location-Based Recommendations, Geosocial Networks and Geoadvertising",,relevante,,1,nenhum,,0,CE-Geoinformática,
LocWeb,International Workshop on Location and the Web,,top20,,1,nenhum,17,0,CE-Geoinformática,
LoPaS,Location Privacy and Security Workshop,,relevante,,1,nenhum,,0,CE-Geoinformática,
LREC,International Conference on Language Resources and Evaluation,68,top10,,1,scholar,59,1,CE-PLN,International Conference on Language Resources and Evaluation (LREC) (h5=68) || Language Resources and Evaluation (h5=36)
LSFA,"International Workshop on Logical and Semantic Frameworks, with Applications",,top10,,1,nenhum,1,0,GI-L,
ManSDN/NFV,International Workshop on Management of SDN and NFV Systems,,relevante,,1,nenhum,,0,CE-RESD,
MASCOTS,"International Symposium on the Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",16,relevante,,1,scholar,16,0,CE-RESD,"IEEE International Symposium on Modeling, Analysis & Simulation of Computer and Telecommunication Systems, MASCOTS (h5=16)"
MASS,IEEE International Conference on Mobile Adhoc and Sensor Systems,21,relevante,,1,scholar,19,0,CE-RESD,IEEE International Conference on Mobile Adhoc and Sensor Systems (MASS) (h5=21)
MCM,International Conference on Mathematics and Computation in Music,,relevante,,1,nenhum,,0,CE-CM,
MCSoC,International Symposium on Embedded Multicore/Many-core Systems-on-Chip,10,relevante,,1,scholar,11,0,CE-ACPAD|CE-ESC,International Symposium on Embedded Multicore/Many-core Systems-on-Chip (h5=10)
MDM,IEEE International Conference on Mobile Data Management,16,relevante,,1,scholar,19,0,CE-BD,International Conference on Mobile Data Management (h5=16)
MED,Mediterranean Conference on Control and Automation,19,relevante,,1,scholar,19,0,CE-R,Mediterranean Conference on Control and Automation (h5=19)
Med-Hoc-Net,Mediterranean Ad Hoc Networking Workshop,16,relevante,,1,scholar,12,0,CE-RESD,Mediterranean Communication and Computer Networking Conference (h5=16)
MEDES,International Conference on Management of Digital EcoSystems,10,relevante,,1,scholar,12,0,CE-SI,International Conference on Management of Digital EcoSystems (h5=10)
MEDINFO,World Congress on Medical and Health Informatics,32,top10,,1,scholar,35,0,CE-CAS,Studies in Health Technology and Informatics (h5=32)
MEDITCOM,IEEE International Mediterranean Conference on Communications and Networking,15,relevante,,1,scholar,8,0,CE-RESD,IEEE International Mediterranean Conference on Communications and Networking (h5=15)
MESA,IEEE/ASME International Conference on Mechatronic and Embedded Systems and Applications,8,relevante,,1,scholar,12,0,CE-ESC,IEEE/ASME International Conference on Mechatronic and Embedded Systems and Applications (h5=8)
MFCS,International Symposium on Mathematical Foundations of Computer Science,19,top20,,1,scholar,19,0,CE-ACO|GI-L,Mathematical Foundations of Computer Science (MFCS) (h5=19)
MFI,IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems,17,relevante,,1,scholar,13,0,CE-R,IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems (h5=17)
MICAI,Mexican International Conference on Artificial Intelligence,62,relevante,,1,scholar,12,1,CE-IA|CE-PLN,Artificial Intelligence (h5=62) || Mexican International Conference on Artificial Intelligence (MICAI) (h5=13)
MICCAI,International Conference on Medical Image Computing and Computer Assisted Intervention,98,top10,,1,scholar,96,0,CE-CAS|CE-GRAPI|CE-RV,Medical Image Computing and Computer Assisted Intervention (h5=98)
MICRO,IEEE/ACM International Symposium on Microarchitecture,58,top10,,1,scholar,61,0,CE-ACPAD,IEEE/ACM International Symposium on Microarchitecture (h5=58)
MIDDLEWARE,ACM/IFIP International Middleware Conference,24,top10,,1,scholar,22,0,CE-ESC|CE-RESD|CE-SI|CE-TF,International Middleware Conference (h5=24)
MIE,Medical Informatics Europe,32,top20,,1,scholar,35,0,CE-CAS,Studies in Health Technology and Informatics (h5=32)
MIG,"ACM SIGGRAPH Conference on Motion, Interaction and Games",,top10,,1,nenhum,17,0,CE-GRAPI|CE-JOGOS,
MLDM,Machine Learning and Data Mining in Pattern Recognition,,relevante,,1,nenhum,,0,CE-GRAPI,
MM,ACM Multimedia Conference,119,top10,,1,scholar,101,0,CE-WEBMEDIA,ACM International Conference on Multimedia (h5=119)
MMAR,International Conference on Methods and Models in Automation and Robotics,8,relevante,,1,scholar,16,0,CE-R,International Conference on Methods and Models in Automation and Robotics (h5=8)
MMM,International Conference on Multimedia Modelling,,top20,,1,nenhum,26,0,CE-RV|CE-WEBMEDIA,
MMRP,International Workshop on Multilayer Music Representation and Processing,,top20,,1,nenhum,,0,CE-CM,
MMSP,IEEE Workshop on Multimedia Signal Processing,26,relevante,,1,scholar,20,0,CE-WEBMEDIA,IEEE Workshop on Multimedia Signal Processing (h5=26)
MMSys,ACM Multimedia Systems Conference,27,top10,,1,scholar,28,0,CE-IHC|CE-RESD|CE-RV|CE-WEBMEDIA,ACM Multimedia Systems Conference (MMSys) (h5=27)
MNR,Mostra Nacional de Robótica,,relevante,,1,nenhum,,0,CE-R,
MOBICOM,ACM/IEEE International Conference on Mobile Computing and Networking,57,top10,,1,scholar,51,0,CE-RESD,Annual International Conference on Mobile Computing and Networking (h5=57)
MOBIHOC,ACM International Symposium on Mobile Ad Hoc Networking and Computing,22,top20,,1,scholar,25,0,CE-RESD,ACM International Symposium on Mobile Ad Hoc Networking and Computing (h5=22)
MobileHCI,International Conference on Human-Computer Interaction with Mobile Devices and Services,,top10,,1,nenhum,22,0,CE-IHC|CE-RV,
MOBILESoft,International Conference on Mobile Software Engineering and Systems,,relevante,,1,nenhum,11,0,CE-ES,
MobiQuitous,"International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",14,relevante,,1,scholar,17,0,CE-RESD,"EAI International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services (h5=14)"
MobiSys,"Annual International Conference on Mobile Systems, Applications, and Services",40,top10,,1,scholar,39,0,CE-RESD,"Annual International Conference on Mobile Systems, Applications and Services (h5=40)"
MOBIWAC,ACM International Symposium on Mobility Management and Wireless Access,,relevante,,1,nenhum,,0,CE-RESD,
MODELS,International Conference on Model Driven Engineering Languages and Systems,31,relevante,,1,scholar,26,0,CE-ES,Model Driven Engineering Languages and Systems (h5=31)
MODRE,International Model-Driven Requirements Engineering,,relevante,,1,nenhum,16,0,CE-ES,
MoMM,International Conference on Advances in Mobile Computing & Multimedia,,relevante,,1,nenhum,9,0,CE-WEBMEDIA,
MRS,International Symposium on Multi-Robot and Multi-Agent Systems,,relevante,,1,nenhum,,0,CE-R,
MSN,International Conference on Mobile Ad-Hoc and Sensor Networks,19,relevante,,1,scholar,13,0,CE-RESD,International Conference on Mobile Ad-hoc and Sensor Networks (h5=19)
MSR,Working Conference on Mining Software Repositories,44,top10,,1,scholar,46,0,CE-ES,Mining Software Repositories (h5=44)
MSSiS,Workshop de Modelagem e Simulação de Sistemas Intensivos em Software,,relevante,,1,nenhum,3,0,CE-ES,
MSWIM,"ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",18,relevante,,1,scholar,19,0,CE-RESD,"ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems (h5=18)"
MTSR,International Conference on Metadata and Semantics Research,11,relevante,,1,scholar,11,0,CE-BD,Research Conference on Metadata and Semantics Research (MTSR) (h5=11)
MUM,International Conference on Mobile and Ubiquitous Multimedia,19,relevante,,1,scholar,18,0,CE-WEBMEDIA,Mobile and Ubiquitous Multimedia (h5=19)
MVA,International Conference on Machine Vision Applications,38,relevante,,1,scholar,35,1,CE-GRAPI|CE-R|CE-RV,Machine Vision and Applications (h5=38) || International Conference on Machine Vision and Applications (h5=11)
MWSCAS,IEEE International Midwest Symposium on Circuits and Systems,40,top20,,1,scholar,20,1,CE-CCI,IEEE International Symposium on Circuits and Systems (h5=40) || IEEE International Midwest Symposium on Circuits and Systems (MWSCAS) (h5=20)
NAACL,North American Chapter of the Association for Computational Linguistics Annual Meeting,126,top10,,1,scholar,132,0,CE-IA|CE-PLN,Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies (HLT-NAACL) (h5=126)
NCA,IEEE International Symposium on Network Computing and Applications,15,relevante,,1,scholar,20,0,CE-RESD|CE-TF,IEEE International Symposium on Network Computing and Applications (h5=15)
NDSS,Network and Distributed System Security Symposium,72,top10,,1,scholar,73,0,CE-RESD|CE-SEG,Network and Distributed System Security Symposium (NDSS) (h5=72)
NetSoft,IEEE NetSoft Conference and Workshops,25,relevante,,1,scholar,26,0,CE-RESD,IEEE NetSoft Conference and Workshops (h5=25)
NetSys,International Conference on Networked Systems,42,relevante,,1,scholar,12,0,CE-RESD,ACM Conference on Embedded Networked Sensor Systems (h5=42)
Networking,IFIP Networking Conference,57,top20,,1,scholar,22,1,CE-RESD,"Annual International Conference on Mobile Computing and Networking (h5=57) || International Conference for High Performance Computing, Networking, Storage and Analysis (h5=50) || International Conference on Computing Communication and Networking Technologies (h5=41) || IEEE Wireless Communications & Networking Conference (h5=41) || IEEE Consumer Communications and Networking Conference (h5=34) || International Conference on Information Networking (h5=28) || IFIP Networking Conference (h5=26) || IEEE Information Technology, Networking, Electronic and Automation Control Conference (h5=26) || International Conference on System, Computation, Automation and Networking (h5=26) || International Conference on Advances in Computing, Communication Control and Networking (h5=25) || IEEE Wireless Communications and Networking Conference Workshops (WCNCW) (h5=24) || International Conference on Computing, Networking and Communications (h5=23) || International Conference on Advanced Information Networking and Applications (AINA) (h5=21) || International Conference on Wireless Communications Signal Processing and Networking (h5=19) || International Conference of Distributed Computing and Networking (h5=19) || International Conference on Computational Intelligence, Communication Technology and Networking (h5=18) || IEEE Vehicular Networking Conference (VNC) (h5=18) || International Conference on Networking, Information Systems & Security (h5=17) || International Conference on Smart Generation Computing, Communication and Networking (h5=17) || International Black Sea Conference on Communications and Networking (BlackSeaCom) (h5=16)"
NeurIPS,Neural Information Processing Systems,371,top10,,1,scholar,337,0,CE-GRAPI|CE-IC,Neural Information Processing Systems (h5=371)
NEW2AN,"International Conference on Internet of Things, Smart Spaces, and Next Generation Networks and Systems",,relevante,,1,nenhum,,0,CE-RESD,
NEWCAS,International New Circuits and Systems Conference,13,top20,,1,scholar,11,0,CE-CCI,International New Circuits and Systems Conference (NEWCAS) (h5=13)
NFM,Nasa Formal Methods,20,top10,,1,scholar,16,0,CE-MF,NASA Formal Methods (h5=20)
NFV-SDN,IEEE Conference on Network Function Virtualization and Software Defined Networks,17,relevante,,1,scholar,18,0,CE-RESD,IEEE Conference on Network Function Virtualization and Software Defined Networks (h5=17)
NIME,International Conference on New Interfaces for Musical Expression,22,top10,,1,scholar,18,0,CE-CM,New Interfaces for Musical Expression (NIME) (h5=22)
NIPS,Neural Information Processing Systems,371,top10,,1,scholar,337,0,CE-IA,Neural Information Processing Systems (h5=371)
NISS,"International Conference on Networking, Information Systems & Security",17,relevante,,1,scholar,15,0,CE-SI,"International Conference on Networking, Information Systems & Security (h5=17)"
NLDB,International Conference on Application of Natural Language to Information Systems,19,relevante,,1,scholar,18,0,CE-PLN|CE-SI,International Conference on Applications of Natural Language to Information Systems (NLDB) (h5=19)
NOCS,ACM/IEEE International Symposium on Networks-on-Chip,,top20,,1,nenhum,9,0,CE-ACPAD|CE-CCI,
NOF,International Conference on Network of the Future,12,relevante,,1,scholar,11,0,CE-RESD,International Conference on Network of the Future (h5=12)
NOMS,IEEE/IFIP Network Operations and Management Symposium,33,relevante,,1,scholar,32,0,CE-RESD,IEEE/IFIP Network Operations and Management Symposium (h5=33)
NORCAS,Nordic Circuits and Systems Conference,10,relevante,,1,scholar,8,0,CE-CCI,Nordic Circuits and Systems Conference (NORCAS) (h5=10)
NordiCHI,Nordic forum for Human-Computer Interaction,31,top10,,1,scholar,24,0,CE-IHC,NordiCHI (h5=31)
NSDI,Networked Systems Design and Implementation,71,top10,,1,scholar,60,0,CE-RESD|CE-TF,USENIX Symposium on Networked Systems Design and Implementation (h5=71)
NSS,Network and System Security,13,relevante,,1,scholar,15,0,CE-SEG,Network and System Security (h5=13)
NTMS,"IFIP International Conference on New Technologies, Mobility and Security",,relevante,,1,nenhum,18,0,CE-SEG,
OCEAN,IEEE Oceans Conference,105,relevante,,1,scholar,7,1,CE-R,"Ocean Engineering (h5=105) || Ocean & Coastal Management (h5=73) || Applied Ocean Research (h5=59) || Journal of Ocean Engineering and Science (h5=43) || Ocean Science (h5=37) || Ocean Modelling (h5=31) || International Journal of Naval Architecture and Ocean Engineering (h5=29) || Ocean Dynamics (h5=26) || Journal of Waterway, Port, Coastal, and Ocean Engineering (h5=24) || Journal of Ocean University of China (h5=22) || Journal of Ocean Engineering and Marine Energy (h5=21) || Brodogradnja: An International Journal of Naval Architecture and Ocean Engineering for Research and Development (h5=19) || China Ocean Engineering (h5=19) || Australian Journal of Maritime & Ocean Affairs (h5=16) || Ocean Science Journal (h5=16) || Atmosphere-Ocean (h5=15) || Journal of the Indian Ocean Region (h5=15) || Journal of Ocean Engineering and Technology (h5=15) || Ocean Development & International Law (h5=13) || Ocean and Coastal Research (h5=13)"
